"id";"provider_operation_id";"merchant_id";"from_wallet_id";"to_wallet_id";"currency_id";"order_id";"amount";"description";"type";"in_sandbox";"status";"error";"has_error";"error_by_user_id";"time_create";"time_update";"time_result"
22939267;"147909866";362;3881;3865;5;"1c9vGhSxEum.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:04:49.000;2022-03-30 12:05:28.000;2022-03-30 12:05:28.000
22939269;"147909873";362;3881;3865;5;"1c9vGw9Gp3g.1";25.0000;null;payin;0;paid;null;0;null;2022-03-30 12:04:55.000;2022-03-30 12:05:28.000;2022-03-30 12:05:28.000
22939271;"147909874";362;3881;3865;5;"1c9vHD9mdHM.1";38.0000;null;payin;0;paid;null;0;null;2022-03-30 12:04:56.000;2022-03-30 12:05:30.000;2022-03-30 12:05:30.000
22939273;"147909882";362;3881;3865;5;"1c9vI9YKGQK.1";100.0000;null;payin;0;paid;null;0;null;2022-03-30 12:05:11.000;2022-03-30 12:05:45.000;2022-03-30 12:05:45.000
22939275;"147909892";362;3881;3865;5;"1c9vK3Js3Hs.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:05:37.000;2022-03-30 12:06:25.000;2022-03-30 12:06:25.000
22939277;"147909907";362;3881;3865;5;"1c9vMWtQcS0.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:06:08.000;2022-03-30 12:06:43.000;2022-03-30 12:06:43.000
22939279;"147909909";362;3881;3865;5;"1c9vNE4jAES.1";50.0000;null;payin;0;paid;null;0;null;2022-03-30 12:06:18.000;2022-03-30 12:07:08.000;2022-03-30 12:07:08.000
22939281;"147909912";362;3881;3865;5;"1c9vNLqi360.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:06:22.000;2022-03-30 12:07:05.000;2022-03-30 12:07:05.000
22939283;"147909917";362;3881;3865;5;"1c9vOIhvANU.1";100.0000;null;payin;0;paid;null;0;null;2022-03-30 12:06:32.000;2022-03-30 12:06:56.000;2022-03-30 12:06:56.000
22939285;"147909923";362;3881;3865;5;"1c9vOdmUm6S.1";61.0000;null;payin;0;paid;null;0;null;2022-03-30 12:06:37.000;2022-03-30 12:07:12.000;2022-03-30 12:07:12.000
22939287;"147909926";362;3881;3865;5;"1c9vOXgP4qW.1";135.0000;null;payin;0;paid;null;0;null;2022-03-30 12:06:38.000;2022-03-30 12:07:59.000;2022-03-30 12:07:59.000
22939289;null;362;3881;3865;5;"1c9vOjIFne4.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:06:38.000;2022-03-30 12:07:17.000;2022-03-30 12:07:17.000
22939291;null;362;3881;3865;5;"1c9vQXIiDwW.1";49.0000;null;payin;0;fail;null;0;null;2022-03-30 12:07:03.000;2022-03-30 12:07:41.000;2022-03-30 12:07:41.000
22939293;null;362;3881;3865;5;"1c9vRzDrfhg.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:07:24.000;2022-03-30 12:40:02.000;2022-03-30 12:40:02.000
22939295;"147909955";362;3881;3865;5;"1c9vTF34toO.1";25.0000;null;payin;0;paid;null;0;null;2022-03-30 12:07:39.000;2022-03-30 12:08:05.000;2022-03-30 12:08:05.000
22939297;null;362;3881;3865;5;"1c9vThOh7Ds.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:07:45.000;2022-03-30 12:08:22.000;2022-03-30 12:08:22.000
22939299;"147909963";362;3881;3865;5;"1c9vUTCy8Zc.1";300.0000;null;payin;0;paid;null;0;null;2022-03-30 12:07:56.000;2022-03-30 12:08:32.000;2022-03-30 12:08:32.000
22939301;"147909979";362;3881;3865;5;"1c9vX6NlXV2.1";15.0000;null;payin;0;paid;null;0;null;2022-03-30 12:08:34.000;2022-03-30 12:09:08.000;2022-03-30 12:09:08.000
22939303;"147909980";362;3881;3865;5;"1c9vXSvSNyi.1";25.0000;null;payin;0;paid;null;0;null;2022-03-30 12:08:36.000;2022-03-30 12:09:12.000;2022-03-30 12:09:12.000
22939305;"147909984";362;3881;3865;5;"1c9vYSTrDo8.1";30.0000;null;payin;0;paid;null;0;null;2022-03-30 12:08:50.000;2022-03-30 12:09:48.000;2022-03-30 12:09:48.000
22939307;null;362;3881;3865;5;"1c9vZiFwrU8.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:09:07.000;2022-03-30 12:09:34.000;2022-03-30 12:09:34.000
22939309;null;362;3881;3865;5;"1c9vZtzkLvU.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:09:09.000;2022-03-30 12:11:45.000;2022-03-30 12:11:45.000
22939311;null;362;3881;3865;5;"1c9va7lZlBY.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:09:12.000;2022-03-30 12:09:52.000;2022-03-30 12:09:52.000
22939313;null;362;3881;3865;5;"1c9vb2CLTWq.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:09:27.000;2022-03-30 12:09:54.000;2022-03-30 12:09:54.000
22939315;null;362;3881;3865;5;"1c9vcAcZKJE.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:09:42.000;2022-03-30 12:10:42.000;2022-03-30 12:10:42.000
22939317;"147910014";362;3881;3865;5;"1c9vcRG5czg.1";40.0000;null;payin;0;paid;null;0;null;2022-03-30 12:09:46.000;2022-03-30 12:10:18.000;2022-03-30 12:10:18.000
22939319;null;362;3881;3865;5;"1c9vczz73Wy.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:09:51.000;2022-03-30 12:10:23.000;2022-03-30 12:10:23.000
22939321;"147910029";362;3881;3865;5;"1c9vegNWYW8.1";40.0000;null;payin;0;paid;null;0;null;2022-03-30 12:10:14.000;2022-03-30 12:11:07.000;2022-03-30 12:11:07.000
22939323;null;362;3881;3865;5;"1c9veq8PjdY.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:10:16.000;2022-03-30 12:10:43.000;2022-03-30 12:10:43.000
22939325;null;362;3881;3865;5;"1c9veveAnJI.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:10:20.000;2022-03-30 12:10:59.000;2022-03-30 12:10:59.000
22939327;null;362;3881;3865;5;"1c9vgJAG6sK.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:10:38.000;2022-03-30 12:11:09.000;2022-03-30 12:11:09.000
22939329;null;362;3881;3865;5;"1c9vgpbM7RQ.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:10:43.000;2022-03-30 12:11:30.000;2022-03-30 12:11:30.000
22939331;"147910057";362;3881;3865;5;"1c9vguIsA1g.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:10:46.000;2022-03-30 12:11:19.000;2022-03-30 12:11:19.000
22939333;"147910059";362;3881;3865;5;"1c9vhObyh6m.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:10:53.000;2022-03-30 12:11:30.000;2022-03-30 12:11:30.000
22939335;null;362;3881;3865;5;"1c9vj9n0zxI.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:11:15.000;2022-03-30 12:11:20.000;2022-03-30 12:11:20.000
22939337;null;362;3881;3865;5;"1c9vk4BnWO8.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:11:29.000;2022-03-30 12:11:58.000;2022-03-30 12:11:58.000
22939339;null;362;3881;3865;5;"1c9vkR3vTAO.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:11:32.000;2022-03-30 12:12:15.000;2022-03-30 12:12:15.000
22939341;null;362;3881;3865;5;"1c9vlhxYqmG.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:11:49.000;2022-03-30 12:12:11.000;2022-03-30 12:12:11.000
22939343;null;362;3881;3865;5;"1c9vm08Am2K.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:11:56.000;2022-03-30 12:12:40.000;2022-03-30 12:12:40.000
22939345;null;362;3881;3865;5;"1c9vmbWOlLE.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:01.000;2022-03-30 12:12:32.000;2022-03-30 12:12:32.000
22939347;null;362;3881;3865;5;"1c9vmXZ9KxU.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:03.000;2022-03-30 12:12:40.000;2022-03-30 12:12:40.000
22939349;null;362;3881;3865;5;"1c9vmt1qqjw.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:07.000;2022-03-30 12:12:38.000;2022-03-30 12:12:38.000
22939351;"147910105";362;3881;3865;5;"1c9vnPj7yee.1";40.0000;null;payin;0;paid;null;0;null;2022-03-30 12:12:12.000;2022-03-30 12:12:51.000;2022-03-30 12:12:51.000
22939353;"147910109";362;3881;3865;5;"1c9vo49GQ4G.1";14.0000;null;payin;0;paid;null;0;null;2022-03-30 12:12:21.000;2022-03-30 12:13:33.000;2022-03-30 12:13:33.000
22939355;"147910110";362;3881;3865;5;"1c9voBiTM4u.1";25.0000;null;payin;0;paid;null;0;null;2022-03-30 12:12:25.000;2022-03-30 12:12:59.000;2022-03-30 12:12:59.000
22939357;null;362;3881;3865;5;"1c9voXrkhN2.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:30.000;2022-03-30 12:13:07.000;2022-03-30 12:13:07.000
22939359;null;362;3881;3865;5;"1c9voZ1ZDHM.1";300.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:31.000;2022-03-30 12:13:19.000;2022-03-30 12:13:19.000
22939361;null;362;3881;3865;5;"1c9voli7gi8.1";19.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:33.000;2022-03-30 12:13:10.000;2022-03-30 12:13:10.000
22939363;null;362;3881;3865;5;"1c9vpeFf3Gi.1";140.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:45.000;2022-03-30 12:13:21.000;2022-03-30 12:13:21.000
22939365;"147910127";362;3881;3865;5;"1c9vq8OY1fU.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:12:49.000;2022-03-30 12:13:30.000;2022-03-30 12:13:30.000
22939367;null;362;3881;3865;5;"1c9vqGxv7AG.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:53.000;2022-03-30 12:12:57.000;2022-03-30 12:12:57.000
22939369;null;362;3881;3865;5;"1c9vqM7XRcu.1";18.0000;null;payin;0;fail;null;0;null;2022-03-30 12:12:54.000;2022-03-30 12:50:03.000;2022-03-30 12:50:03.000
22939371;"147910133";362;3881;3865;5;"1c9vqpdXNCq.1";100.0000;null;payin;0;paid;null;0;null;2022-03-30 12:13:01.000;2022-03-30 12:13:47.000;2022-03-30 12:13:47.000
22939373;null;362;3881;3865;5;"1c9vqvmketU.1";60.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:02.000;2022-03-30 12:13:51.000;2022-03-30 12:13:51.000
22939375;null;362;3881;3865;5;"1c9vszSq0Mi.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:30.000;2022-03-30 12:14:10.000;2022-03-30 12:14:10.000
22939377;null;362;3881;3865;5;"1c9vtOdSbVQ.1";49.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:33.000;2022-03-30 12:40:03.000;2022-03-30 12:40:03.000
22939379;"147910154";362;3881;3865;5;"1c9vtVZDIR6.1";18.0000;null;payin;0;paid;null;0;null;2022-03-30 12:13:35.000;2022-03-30 12:13:57.000;2022-03-30 12:13:57.000
22939381;"147910156";362;3881;3865;5;"1c9vtvkHeC0.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:13:41.000;2022-03-30 12:14:33.000;2022-03-30 12:14:33.000
22939383;"147910157";362;3881;3865;5;"1c9vu5LEspE.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:13:43.000;2022-03-30 12:14:10.000;2022-03-30 12:14:10.000
22939385;null;362;3881;3865;5;"1c9vuEiHm5I.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:47.000;2022-03-30 12:14:17.000;2022-03-30 12:14:17.000
22939387;null;362;3881;3865;5;"1c9vukN7yXQ.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:54.000;2022-03-30 12:14:35.000;2022-03-30 12:14:35.000
22939389;null;362;3881;3865;5;"1c9vvD7RIGW.1";130.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:58.000;2022-03-30 12:14:18.000;2022-03-30 12:14:18.000
22939391;"147910165";362;3881;3865;5;"1c9vv3NgVfM.1";13.0000;null;payin;0;paid;null;0;null;2022-03-30 12:13:58.000;2022-03-30 12:14:52.000;2022-03-30 12:14:52.000
22939393;"147910173";362;3881;3865;5;"1c9vvq5atRg.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:14:09.000;2022-03-30 12:15:05.000;2022-03-30 12:15:05.000
22939395;"147910174";362;3881;3865;5;"1c9vw49ad1s.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:14:10.000;2022-03-30 12:14:49.000;2022-03-30 12:14:49.000
22939397;"147910183";362;3881;3865;5;"1c9vx0fVpYW.1";16.0000;null;payin;0;paid;null;0;null;2022-03-30 12:14:22.000;2022-03-30 12:15:02.000;2022-03-30 12:15:02.000
22939399;null;362;3881;3865;5;"1c9vxBeBvTE.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:14:27.000;2022-03-30 12:14:32.000;2022-03-30 12:14:32.000
22939401;"147910186";362;3881;3865;5;"1c9vxQe5oWW.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:14:28.000;2022-03-30 12:15:05.000;2022-03-30 12:15:05.000
22939403;"147910194";362;3881;3865;5;"1c9vy5Ucx28.1";15.0000;null;payin;0;paid;null;0;null;2022-03-30 12:14:39.000;2022-03-30 12:15:14.000;2022-03-30 12:15:14.000
22939405;null;362;3881;3865;5;"1c9vyV6DRWy.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:14:45.000;2022-03-30 12:50:03.000;2022-03-30 12:50:03.000
22939407;null;362;3881;3865;5;"1c9vyaKwYKm.1";290.0000;null;payin;0;fail;null;0;null;2022-03-30 12:14:46.000;2022-03-30 12:15:46.000;2022-03-30 12:15:46.000
22939409;"147910201";362;3881;3865;5;"1c9vyc9LhqK.1";18.0000;null;payin;0;paid;null;0;null;2022-03-30 12:14:46.000;2022-03-30 12:15:42.000;2022-03-30 12:15:42.000
22939411;null;362;3881;3865;5;"1c9w09GftIm.1";35.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:05.000;2022-03-30 12:15:38.000;2022-03-30 12:15:38.000
22939413;"147910212";362;3881;3865;5;"1c9w0hF97ZY.1";56.0000;null;payin;0;paid;null;0;null;2022-03-30 12:15:12.000;2022-03-30 12:16:19.000;2022-03-30 12:16:19.000
22939415;null;362;3881;3865;5;"1c9w0uE9WSW.1";120.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:15.000;2022-03-30 12:15:43.000;2022-03-30 12:15:43.000
22939417;null;362;3881;3865;5;"1c9w0ybERg8.1";90.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:18.000;2022-03-30 12:40:04.000;2022-03-30 12:40:04.000
22939419;null;362;3881;3865;5;"1c9w1LQEp5k.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:23.000;2022-03-30 12:16:04.000;2022-03-30 12:16:04.000
22939421;"147910220";362;3881;3865;5;"1c9w1ap7Qem.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:15:24.000;2022-03-30 12:16:28.000;2022-03-30 12:16:28.000
22939423;"147910236";362;3881;3865;5;"1c9w3Gnz0s4.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:15:47.000;2022-03-30 12:16:18.000;2022-03-30 12:16:18.000
22939425;"147910245";362;3881;3865;5;"1c9w4BuTkGm.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:16:02.000;2022-03-30 12:17:18.000;2022-03-30 12:17:18.000
22939427;"147910246";362;3881;3865;5;"1c9w4WxLlDM.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:16:04.000;2022-03-30 12:16:44.000;2022-03-30 12:16:44.000
22939429;"147910256";362;3881;3865;5;"1c9w57xAFKi.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:16:14.000;2022-03-30 12:16:44.000;2022-03-30 12:16:44.000
22939431;null;362;3881;3865;5;"1c9w643XX5U.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:25.000;2022-03-30 12:16:30.000;2022-03-30 12:16:30.000
22939433;null;362;3881;3865;5;"1c9w6SSl6RM.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:30.000;2022-03-30 12:50:04.000;2022-03-30 12:50:03.000
22939435;null;362;3881;3865;5;"1c9w6WrXdVQ.1";11.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:31.000;2022-03-30 12:50:04.000;2022-03-30 12:50:04.000
22939437;"147910277";362;3881;3865;5;"1c9w735ITtQ.1";50.0000;null;payin;0;paid;null;0;null;2022-03-30 12:16:38.000;2022-03-30 12:17:15.000;2022-03-30 12:17:15.000
22939439;null;362;3881;3865;5;"1c9w7n6IkFs.1";92.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:48.000;2022-03-30 12:50:05.000;2022-03-30 12:50:05.000
22939441;"147910284";362;3881;3865;5;"1c9w7yG3CF6.1";110.0000;null;payin;0;paid;null;0;null;2022-03-30 12:16:53.000;2022-03-30 12:17:20.000;2022-03-30 12:17:20.000
22939443;null;362;3881;3865;5;"1c9w8ueaoK0.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:06.000;2022-03-30 12:17:45.000;2022-03-30 12:17:45.000
22939445;"147910304";362;3881;3865;5;"1c9w9dVUxe4.1";45.0000;null;payin;0;paid;null;0;null;2022-03-30 12:17:13.000;2022-03-30 12:17:45.000;2022-03-30 12:17:45.000
22939447;null;362;3881;3865;5;"1c9wAIcUphQ.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:22.000;2022-03-30 12:17:25.000;2022-03-30 12:17:25.000
22939449;null;362;3881;3865;5;"1c9wASMXEUi.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:24.000;2022-03-30 12:17:56.000;2022-03-30 12:17:56.000
22939451;null;362;3881;3865;5;"1c9wAGAdR6u.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:24.000;2022-03-30 12:50:05.000;2022-03-30 12:50:05.000
22939453;"147910324";362;3881;3865;5;"1c9wB7mppOS.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:17:36.000;2022-03-30 12:18:07.000;2022-03-30 12:18:07.000
22939455;"147910328";362;3881;3865;5;"1c9wCE2EESG.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:17:48.000;2022-03-30 12:18:18.000;2022-03-30 12:18:18.000
22939457;"147910329";362;3881;3865;5;"1c9wCMBlp7A.1";100.0000;null;payin;0;paid;null;0;null;2022-03-30 12:17:50.000;2022-03-30 12:18:30.000;2022-03-30 12:18:30.000
22939459;"147910331";362;3881;3865;5;"1c9wCPY7OaW.1";14.0000;null;payin;0;paid;null;0;null;2022-03-30 12:17:53.000;2022-03-30 12:18:47.000;2022-03-30 12:18:47.000
22939461;"147910338";362;3881;3865;5;"1c9wDBfPWaW.1";50.0000;null;payin;0;paid;null;0;null;2022-03-30 12:18:01.000;2022-03-30 12:18:29.000;2022-03-30 12:18:29.000
22939463;"147910340";362;3881;3865;5;"1c9wDCrmQfQ.1";11.0000;null;payin;0;paid;null;0;null;2022-03-30 12:18:02.000;2022-03-30 12:18:55.000;2022-03-30 12:18:55.000
22939465;null;362;3881;3865;5;"1c9wDmFOVs0.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:09.000;2022-03-30 12:18:46.000;2022-03-30 12:18:46.000
22939467;null;362;3881;3865;5;"1c9wEr93EUi.1";93.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:24.000;2022-03-30 12:19:02.000;2022-03-30 12:19:02.000
22939469;"147910354";362;3881;3865;5;"1c9wFIqMPR2.1";17.0000;null;payin;0;paid;null;0;null;2022-03-30 12:18:30.000;2022-03-30 12:19:06.000;2022-03-30 12:19:06.000
22939471;null;362;3881;3865;5;"1c9wFVIRLEW.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:33.000;2022-03-30 12:18:59.000;2022-03-30 12:18:59.000
22939473;null;362;3881;3865;5;"1c9wG8cjeYi.1";29.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:41.000;2022-03-30 12:19:19.000;2022-03-30 12:19:19.000
22939475;null;362;3881;3865;5;"1c9wGWIp1IO.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:49.000;2022-03-30 12:19:21.000;2022-03-30 12:19:21.000
22939477;"147910386";362;3881;3865;5;"1c9wI2qfLUm.1";30.0000;null;payin;0;paid;null;0;null;2022-03-30 12:19:09.000;2022-03-30 12:19:54.000;2022-03-30 12:19:54.000
22939479;null;362;3881;3865;5;"1c9wIHNtlTc.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:10.000;2022-03-30 12:19:54.000;2022-03-30 12:19:54.000
22939481;null;362;3881;3865;5;"1c9wIhYy7EW.1";17.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:18.000;2022-03-30 12:19:47.000;2022-03-30 12:19:47.000
22939483;"147910397";362;3881;3865;5;"1c9wIv0MP7w.1";19.0000;null;payin;0;paid;null;0;null;2022-03-30 12:19:22.000;2022-03-30 12:19:26.000;2022-03-30 12:19:26.000
22939485;null;362;3881;3865;5;"1c9wJnOFPGK.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:33.000;2022-03-30 12:20:29.000;2022-03-30 12:20:29.000
22939487;null;362;3881;3865;5;"1c9wK7B3jRA.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:35.000;2022-03-30 12:20:11.000;2022-03-30 12:20:11.000
22939489;null;362;3881;3865;5;"1c9wKsxd8wS.1";28.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:46.000;2022-03-30 12:20:29.000;2022-03-30 12:20:29.000
22939493;null;362;3881;3865;5;"1c9wLHQp8FM.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:51.000;2022-03-30 12:20:38.000;2022-03-30 12:20:38.000
22939495;"147910431";362;3881;3865;5;"1c9wM5gOLvU.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:20:04.000;2022-03-30 12:20:22.000;2022-03-30 12:20:22.000
22939497;"147910444";362;3881;3865;5;"1c9wNiHULx2.1";15.0000;null;payin;0;paid;null;0;null;2022-03-30 12:20:24.000;2022-03-30 12:21:04.000;2022-03-30 12:21:04.000
22939499;"147910445";362;3881;3865;5;"1c9wNieTsYK.1";10.0000;null;payin;0;paid;null;0;null;2022-03-30 12:20:24.000;2022-03-30 12:20:54.000;2022-03-30 12:20:54.000
22939501;"147910448";362;3881;3865;5;"1c9wO4Z0556.1";32.0000;null;payin;0;paid;null;0;null;2022-03-30 12:20:29.000;2022-03-30 12:20:59.000;2022-03-30 12:20:59.000
22939503;"147910449";362;3881;3865;5;"1c9wNrhwQls.1";90.0000;null;payin;0;paid;null;0;null;2022-03-30 12:20:29.000;2022-03-30 12:21:00.000;2022-03-30 12:21:00.000
22939505;null;362;3881;3865;5;"1c9wPLkW9ku.1";49.0000;null;payin;0;fail;null;0;null;2022-03-30 12:20:46.000;2022-03-30 12:21:23.000;2022-03-30 12:21:23.000
22939507;null;362;3881;3865;5;"1c9wPh6PIPo.1";22.0000;null;payin;0;fail;null;0;null;2022-03-30 12:20:51.000;2022-03-30 13:00:04.000;2022-03-30 13:00:04.000
22939509;"147910466";362;3881;3865;5;"1c9wPs7dmV6.1";23.0000;null;payin;0;paid;null;0;null;2022-03-30 12:20:53.000;2022-03-30 12:21:26.000;2022-03-30 12:21:26.000
22939511;"147910480";362;3881;3865;5;"1c9wS9Y8Ye8.1";18.0000;null;payin;0;paid;null;0;null;2022-03-30 12:21:24.000;2022-03-30 12:22:22.000;2022-03-30 12:22:22.000
22939513;"147910482";362;3881;3865;5;"1c9wSJ5yCqe.1";20.0000;null;payin;0;paid;null;0;null;2022-03-30 12:21:26.000;2022-03-30 12:21:58.000;2022-03-30 12:21:57.000
22939515;"147910485";362;3881;3865;5;"1c9wSPmg9su.1";22.0000;null;payin;0;paid;null;0;null;2022-03-30 12:21:30.000;2022-03-30 12:22:03.000;2022-03-30 12:22:03.000
