"id";"provider_operation_id";"merchant_id";"from_wallet_id";"to_wallet_id";"currency_id";"order_id";"amount";"description";"type";"in_sandbox";"status";"error";"has_error";"error_by_user_id";"time_create";"time_update";"time_result"
22939375;null;362;3881;3865;5;"1c9vszSq0Mi.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:30.000;2022-03-30 12:14:10.000;2022-03-30 12:14:10.000
22939377;null;362;3881;3865;5;"1c9vtOdSbVQ.1";49.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:33.000;2022-03-30 12:40:03.000;2022-03-30 12:40:03.000
22939385;null;362;3881;3865;5;"1c9vuEiHm5I.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:47.000;2022-03-30 12:14:17.000;2022-03-30 12:14:17.000
22939387;null;362;3881;3865;5;"1c9vukN7yXQ.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:54.000;2022-03-30 12:14:35.000;2022-03-30 12:14:35.000
22939389;null;362;3881;3865;5;"1c9vvD7RIGW.1";130.0000;null;payin;0;fail;null;0;null;2022-03-30 12:13:58.000;2022-03-30 12:14:18.000;2022-03-30 12:14:18.000
22939399;null;362;3881;3865;5;"1c9vxBeBvTE.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:14:27.000;2022-03-30 12:14:32.000;2022-03-30 12:14:32.000
22939405;null;362;3881;3865;5;"1c9vyV6DRWy.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:14:45.000;2022-03-30 12:50:03.000;2022-03-30 12:50:03.000
22939407;null;362;3881;3865;5;"1c9vyaKwYKm.1";290.0000;null;payin;0;fail;null;0;null;2022-03-30 12:14:46.000;2022-03-30 12:15:46.000;2022-03-30 12:15:46.000
22939411;null;362;3881;3865;5;"1c9w09GftIm.1";35.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:05.000;2022-03-30 12:15:38.000;2022-03-30 12:15:38.000
22939415;null;362;3881;3865;5;"1c9w0uE9WSW.1";120.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:15.000;2022-03-30 12:15:43.000;2022-03-30 12:15:43.000
22939417;null;362;3881;3865;5;"1c9w0ybERg8.1";90.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:18.000;2022-03-30 12:40:04.000;2022-03-30 12:40:04.000
22939419;null;362;3881;3865;5;"1c9w1LQEp5k.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:15:23.000;2022-03-30 12:16:04.000;2022-03-30 12:16:04.000
22939431;null;362;3881;3865;5;"1c9w643XX5U.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:25.000;2022-03-30 12:16:30.000;2022-03-30 12:16:30.000
22939433;null;362;3881;3865;5;"1c9w6SSl6RM.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:30.000;2022-03-30 12:50:04.000;2022-03-30 12:50:03.000
22939435;null;362;3881;3865;5;"1c9w6WrXdVQ.1";11.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:31.000;2022-03-30 12:50:04.000;2022-03-30 12:50:04.000
22939439;null;362;3881;3865;5;"1c9w7n6IkFs.1";92.0000;null;payin;0;fail;null;0;null;2022-03-30 12:16:48.000;2022-03-30 12:50:05.000;2022-03-30 12:50:05.000
22939443;null;362;3881;3865;5;"1c9w8ueaoK0.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:06.000;2022-03-30 12:17:45.000;2022-03-30 12:17:45.000
22939447;null;362;3881;3865;5;"1c9wAIcUphQ.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:22.000;2022-03-30 12:17:25.000;2022-03-30 12:17:25.000
22939449;null;362;3881;3865;5;"1c9wASMXEUi.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:24.000;2022-03-30 12:17:56.000;2022-03-30 12:17:56.000
22939451;null;362;3881;3865;5;"1c9wAGAdR6u.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:17:24.000;2022-03-30 12:50:05.000;2022-03-30 12:50:05.000
22939465;null;362;3881;3865;5;"1c9wDmFOVs0.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:09.000;2022-03-30 12:18:46.000;2022-03-30 12:18:46.000
22939467;null;362;3881;3865;5;"1c9wEr93EUi.1";93.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:24.000;2022-03-30 12:19:02.000;2022-03-30 12:19:02.000
22939471;null;362;3881;3865;5;"1c9wFVIRLEW.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:33.000;2022-03-30 12:18:59.000;2022-03-30 12:18:59.000
22939473;null;362;3881;3865;5;"1c9wG8cjeYi.1";29.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:41.000;2022-03-30 12:19:19.000;2022-03-30 12:19:19.000
22939475;null;362;3881;3865;5;"1c9wGWIp1IO.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:18:49.000;2022-03-30 12:19:21.000;2022-03-30 12:19:21.000
22939479;null;362;3881;3865;5;"1c9wIHNtlTc.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:10.000;2022-03-30 12:19:54.000;2022-03-30 12:19:54.000
22939481;null;362;3881;3865;5;"1c9wIhYy7EW.1";17.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:18.000;2022-03-30 12:19:47.000;2022-03-30 12:19:47.000
22939485;null;362;3881;3865;5;"1c9wJnOFPGK.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:33.000;2022-03-30 12:20:29.000;2022-03-30 12:20:29.000
22939487;null;362;3881;3865;5;"1c9wK7B3jRA.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:35.000;2022-03-30 12:20:11.000;2022-03-30 12:20:11.000
22939489;null;362;3881;3865;5;"1c9wKsxd8wS.1";28.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:46.000;2022-03-30 12:20:29.000;2022-03-30 12:20:29.000
22939493;null;362;3881;3865;5;"1c9wLHQp8FM.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:19:51.000;2022-03-30 12:20:38.000;2022-03-30 12:20:38.000
22939505;null;362;3881;3865;5;"1c9wPLkW9ku.1";49.0000;null;payin;0;fail;null;0;null;2022-03-30 12:20:46.000;2022-03-30 12:21:23.000;2022-03-30 12:21:23.000
22939507;null;362;3881;3865;5;"1c9wPh6PIPo.1";22.0000;null;payin;0;fail;null;0;null;2022-03-30 12:20:51.000;2022-03-30 13:00:04.000;2022-03-30 13:00:04.000
22939519;null;362;3881;3865;5;"1c9wUog8f32.1";48.0000;null;payin;0;fail;null;0;null;2022-03-30 12:22:00.000;2022-03-30 12:22:37.000;2022-03-30 12:22:37.000
22939521;null;362;3881;3865;5;"1c9wWCPqjvE.1";24.0000;null;payin;0;fail;null;0;null;2022-03-30 12:22:19.000;2022-03-30 12:23:07.000;2022-03-30 12:23:07.000
22939523;null;362;3881;3865;5;"1c9wWJp7jRg.1";27.0000;null;payin;0;fail;null;0;null;2022-03-30 12:22:23.000;2022-03-30 12:50:06.000;2022-03-30 12:50:06.000
22939527;null;362;3881;3865;5;"1c9wXgoZC7M.1";24.0000;null;payin;0;fail;null;0;null;2022-03-30 12:22:39.000;2022-03-30 12:23:10.000;2022-03-30 12:23:10.000
22939529;null;362;3881;3865;5;"1c9wZmYxENk.1";27.0000;null;payin;0;fail;null;0;null;2022-03-30 12:23:07.000;2022-03-30 12:23:50.000;2022-03-30 12:23:50.000
22939533;null;362;3881;3865;5;"1c9wZzQ0rcu.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:23:12.000;2022-03-30 12:23:55.000;2022-03-30 12:23:55.000
22939541;null;362;3881;3865;5;"1c9wcETkzOS.1";17.0000;null;payin;0;fail;null;0;null;2022-03-30 12:23:41.000;2022-03-30 12:23:46.000;2022-03-30 12:23:46.000
22939543;null;362;3881;3865;5;"1c9wciZWOQa.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:23:49.000;2022-03-30 12:24:18.000;2022-03-30 12:24:18.000
22939545;null;362;3881;3865;5;"1c9wdgn2LD6.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:24:00.000;2022-03-30 12:24:25.000;2022-03-30 12:24:25.000
22939551;null;362;3881;3865;5;"1c9wey4W1kO.1";49.0000;null;payin;0;fail;null;0;null;2022-03-30 12:24:20.000;2022-03-30 12:25:02.000;2022-03-30 12:25:02.000
22939553;null;362;3881;3865;5;"1c9wf22tqeO.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:24:21.000;2022-03-30 13:00:04.000;2022-03-30 13:00:04.000
22939555;null;362;3881;3865;5;"1c9wgH8yr4q.1";198.0000;null;payin;0;fail;null;0;null;2022-03-30 12:24:35.000;2022-03-30 12:24:59.000;2022-03-30 12:24:59.000
22939559;null;362;3881;3865;5;"1c9whIRoRWq.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:24:51.000;2022-03-30 12:50:06.000;2022-03-30 12:50:06.000
22939563;null;362;3881;3865;5;"1c9wiD35JgW.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:25:04.000;2022-03-30 12:25:41.000;2022-03-30 12:25:41.000
22939565;null;362;3881;3865;5;"1c9wiRXlLUm.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:25:07.000;2022-03-30 12:25:57.000;2022-03-30 12:25:57.000
22939573;null;362;3881;3865;5;"1c9wk5WIbfk.1";192.0000;null;payin;0;fail;null;0;null;2022-03-30 12:25:30.000;2022-03-30 12:25:59.000;2022-03-30 12:25:59.000
22939575;null;362;3881;3865;5;"1c9wknMBpBY.1";48.0000;null;payin;0;fail;null;0;null;2022-03-30 12:25:39.000;2022-03-30 12:26:20.000;2022-03-30 12:26:20.000
22939577;null;362;3881;3865;5;"1c9wlKz5XZQ.1";19.0000;null;payin;0;fail;null;0;null;2022-03-30 12:25:44.000;2022-03-30 12:26:25.000;2022-03-30 12:26:25.000
22939581;null;362;3881;3865;5;"1c9wmTPJNHk.1";24.0000;null;payin;0;fail;null;0;null;2022-03-30 12:25:59.000;2022-03-30 12:27:01.000;2022-03-30 12:27:01.000
22939583;null;362;3881;3865;5;"1c9wmqf03zU.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:26:04.000;2022-03-30 12:26:26.000;2022-03-30 12:26:26.000
22939585;null;362;3881;3865;5;"1c9wmgiTIPI.1";23.0000;null;payin;0;fail;null;0;null;2022-03-30 12:26:04.000;2022-03-30 12:26:44.000;2022-03-30 12:26:44.000
22939589;null;362;3881;3865;5;"1c9wnW3sfEu.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:26:13.000;2022-03-30 13:00:05.000;2022-03-30 13:00:05.000
22939591;null;362;3881;3865;5;"1c9wnurVkqO.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:26:21.000;2022-03-30 13:00:06.000;2022-03-30 13:00:06.000
22939593;null;362;3881;3865;5;"1c9woVUcKYa.1";183.0000;null;payin;0;fail;null;0;null;2022-03-30 12:26:29.000;2022-03-30 12:26:55.000;2022-03-30 12:26:55.000
22939595;null;362;3881;3865;5;"1c9woUFPRB2.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:26:29.000;2022-03-30 12:26:33.000;2022-03-30 12:26:33.000
22939605;null;362;3881;3865;5;"1c9wt7vIZIu.1";19.0000;null;payin;0;fail;null;0;null;2022-03-30 12:27:29.000;2022-03-30 12:27:57.000;2022-03-30 12:27:57.000
22939607;null;362;3881;3865;5;"1c9wt7Ih7c8.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:27:29.000;2022-03-30 12:28:05.000;2022-03-30 12:28:05.000
22939613;null;362;3881;3865;5;"1c9wu0TP87c.1";23.0000;null;payin;0;fail;null;0;null;2022-03-30 12:27:41.000;2022-03-30 12:28:18.000;2022-03-30 12:28:18.000
22939617;null;362;3881;3865;5;"1c9wuCxTFpY.1";25.0000;null;payin;0;fail;null;0;null;2022-03-30 12:27:44.000;2022-03-30 12:28:17.000;2022-03-30 12:28:17.000
22939619;null;362;3881;3865;5;"1c9wuQiAGZM.1";19.0000;null;payin;0;fail;null;0;null;2022-03-30 12:27:49.000;2022-03-30 12:28:40.000;2022-03-30 12:28:40.000
22939621;null;362;3881;3865;5;"1c9wujUoRG4.1";36.0000;null;payin;0;fail;null;0;null;2022-03-30 12:27:53.000;2022-03-30 12:50:07.000;2022-03-30 12:50:07.000
22939629;null;362;3881;3865;5;"1c9wvmLs3s0.1";15.0000;null;payin;0;fail;null;0;null;2022-03-30 12:28:07.000;2022-03-30 13:00:07.000;2022-03-30 13:00:07.000
22939631;null;362;3881;3865;5;"1c9wxTWFjhw.1";24.4300;null;payin;0;fail;null;0;null;2022-03-30 12:28:30.000;2022-03-30 13:00:07.000;2022-03-30 13:00:07.000
22939633;null;362;3881;3865;5;"1c9wy54hIlE.1";18.0000;null;payin;0;fail;null;0;null;2022-03-30 12:28:36.000;2022-03-30 12:28:59.000;2022-03-30 12:28:59.000
22939635;null;362;3881;3865;5;"1c9wyJNSB6m.1";48.0000;null;payin;0;fail;null;0;null;2022-03-30 12:28:42.000;2022-03-30 12:29:06.000;2022-03-30 12:29:06.000
22939637;null;362;3881;3865;5;"1c9wylMe5FA.1";35.0000;null;payin;0;fail;null;0;null;2022-03-30 12:28:48.000;2022-03-30 12:29:22.000;2022-03-30 12:29:22.000
22939639;null;362;3881;3865;5;"1c9wykxfNnU.1";42.5000;null;payin;0;fail;null;0;null;2022-03-30 12:28:48.000;2022-03-30 12:29:06.000;2022-03-30 12:29:06.000
22939641;null;362;3881;3865;5;"1c9wz4Qbmro.1";128.0000;null;payin;0;fail;null;0;null;2022-03-30 12:28:52.000;2022-03-30 12:29:39.000;2022-03-30 12:29:38.000
22939651;null;362;3881;3865;5;"1c9x0aB3sIq.1";99.0000;null;payin;0;fail;null;0;null;2022-03-30 12:29:10.000;2022-03-30 12:29:39.000;2022-03-30 12:29:39.000
22939657;null;362;3881;3865;5;"1c9x1haYOP2.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:29:28.000;2022-03-30 13:00:08.000;2022-03-30 13:00:08.000
22939659;null;362;3881;3865;5;"1c9x2lPmxWa.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:29:42.000;2022-03-30 12:30:23.000;2022-03-30 12:30:23.000
22939663;null;362;3881;3865;5;"1c9x46uhCrI.1";12.0000;null;payin;0;fail;null;0;null;2022-03-30 12:30:00.000;2022-03-30 12:30:31.000;2022-03-30 12:30:31.000
22939665;null;362;3881;3865;5;"1c9x4eD9nsW.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:30:05.000;2022-03-30 12:31:19.000;2022-03-30 12:31:19.000
22939667;null;362;3881;3865;5;"1c9x5EmHyhk.1";48.0000;null;payin;0;fail;null;0;null;2022-03-30 12:30:13.000;2022-03-30 12:30:43.000;2022-03-30 12:30:43.000
22939669;null;362;3881;3865;5;"1c9x6JMMNM0.1";99.0000;null;payin;0;fail;null;0;null;2022-03-30 12:30:28.000;2022-03-30 12:30:58.000;2022-03-30 12:30:58.000
22939671;null;362;3881;3865;5;"1c9x6RVcMsq.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:30:32.000;2022-03-30 12:31:20.000;2022-03-30 12:31:20.000
22939677;null;362;3881;3865;5;"1c9x838FqKm.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:30:51.000;2022-03-30 12:31:55.000;2022-03-30 12:31:55.000
22939679;null;362;3881;3865;5;"1c9x9ICuq2q.1";128.0000;null;payin;0;fail;null;0;null;2022-03-30 12:31:11.000;2022-03-30 12:32:14.000;2022-03-30 12:32:14.000
22939683;null;362;3881;3865;5;"1c9xAqgpUGW.1";200.0000;null;payin;0;fail;null;0;null;2022-03-30 12:31:29.000;2022-03-30 13:10:02.000;2022-03-30 13:10:02.000
22939687;null;362;3881;3865;5;"1c9xC2DVMAa.1";33.0000;null;payin;0;fail;null;0;null;2022-03-30 12:31:45.000;2022-03-30 12:32:34.000;2022-03-30 12:32:33.000
22939697;null;362;3881;3865;5;"1c9xDYlurZ2.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:32:08.000;2022-03-30 12:32:37.000;2022-03-30 12:32:37.000
22939699;null;362;3881;3865;5;"1c9xDq0uEU4.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:32:12.000;2022-03-30 12:33:02.000;2022-03-30 12:33:02.000
22939705;null;362;3881;3865;5;"1c9xFwe4qqu.1";21.0000;null;payin;0;fail;null;0;null;2022-03-30 12:32:38.000;2022-03-30 12:33:24.000;2022-03-30 12:33:24.000
22939715;null;362;3881;3865;5;"1c9xIJlOzY0.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:33:13.000;2022-03-30 12:33:49.000;2022-03-30 12:33:49.000
22939717;null;362;3881;3865;5;"1c9xJ8ZstI8.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:33:22.000;2022-03-30 12:35:03.000;2022-03-30 12:35:03.000
22939719;null;362;3881;3865;5;"1c9xJ8g849Y.1";13.0000;null;payin;0;fail;null;0;null;2022-03-30 12:33:24.000;2022-03-30 12:33:54.000;2022-03-30 12:33:54.000
22939721;null;362;3881;3865;5;"1c9xJeYsbyq.1";98.0000;null;payin;0;fail;null;0;null;2022-03-30 12:33:31.000;2022-03-30 12:33:59.000;2022-03-30 12:33:59.000
22939725;null;362;3881;3865;5;"1c9xKEE5pFQ.1";100.0000;null;payin;0;fail;null;0;null;2022-03-30 12:33:36.000;2022-03-30 12:34:10.000;2022-03-30 12:34:10.000
22939727;null;362;3881;3865;5;"1c9xKmA0fLc.1";1000.0000;null;payin;0;fail;null;0;null;2022-03-30 12:33:46.000;2022-03-30 12:34:20.000;2022-03-30 12:34:20.000
22939731;null;362;3881;3865;5;"1c9xMT92Nyy.1";128.0000;null;payin;0;fail;null;0;null;2022-03-30 12:34:09.000;2022-03-30 12:34:48.000;2022-03-30 12:34:48.000
22939733;null;362;3881;3865;5;"1c9xMztR7OS.1";30.0000;null;payin;0;fail;null;0;null;2022-03-30 12:34:14.000;2022-03-30 12:34:24.000;2022-03-30 12:34:24.000
22939737;null;362;3881;3865;5;"1c9xOg5MFai.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:34:37.000;2022-03-30 12:35:04.000;2022-03-30 12:35:04.000
22939747;null;362;3881;3865;5;"1c9xTXYDCYy.1";40.0000;null;payin;0;fail;null;0;null;2022-03-30 12:35:42.000;2022-03-30 12:36:22.000;2022-03-30 12:36:22.000
22939749;null;362;3881;3865;5;"1c9xTpMOoXw.1";1000.0000;null;payin;0;fail;null;0;null;2022-03-30 12:35:46.000;2022-03-30 12:36:15.000;2022-03-30 12:36:15.000
22939751;null;362;3881;3865;5;"1c9xVbWSrIG.1";50.0000;null;payin;0;fail;null;0;null;2022-03-30 12:36:10.000;2022-03-30 12:37:34.000;2022-03-30 12:37:34.000
22939755;null;362;3881;3865;5;"1c9xYkvIjrs.1";94.0000;null;payin;0;fail;null;0;null;2022-03-30 12:36:53.000;2022-03-30 12:37:35.000;2022-03-30 12:37:35.000
22939757;null;362;3881;3865;5;"1c9xZ3Z9LWa.1";20.0000;null;payin;0;fail;null;0;null;2022-03-30 12:36:59.000;2022-03-30 12:37:35.000;2022-03-30 12:37:35.000
22939759;null;362;3881;3865;5;"1c9xZfjd7sO.1";10.0000;null;payin;0;fail;null;0;null;2022-03-30 12:37:08.000;2022-03-30 12:39:26.000;2022-03-30 12:39:26.000
22939777;null;362;3881;3865;5;"1c9xgJ7VOlc.1";25.0000;null;payin;0;fail;null;0;null;2022-03-30 12:38:35.000;2022-03-30 12:39:08.000;2022-03-30 12:39:08.000
22939779;null;362;3881;3865;5;"1c9xgFg31t2.1";93.0000;null;payin;0;fail;null;0;null;2022-03-30 12:38:36.000;2022-03-30 12:39:04.000;2022-03-30 12:39:04.000
